"musician","album","label","edit","crow","core","thou"
"Braxton, Anthony","4 Ensemble","Black Saint",2,"No","No","No"
"Braxton, Anthony","Creative Orch (Koln) 1978","Hat Art",3,"No","No","No"
"Braxton, Anthony","Duo (London) 1993","Leo",2,"No","No","No"
"Braxton, Anthony","Trio (London) 1993","Leo",3,"No","No","No"
"Braxton, Anthony","Quartet (Santa Cruz) 1993","Hat Art",4,"No","No","No"
"Braxton, Anthony","11 Compositions (Duo) 1995","Leo",4,"No","No","No"
"Braxton, Anthony","Four Compositions (Quartet)","Braxton House",4,"No","No","No"
"Braxton, Anthony","Sextet (Istanbul) 1995","Braxton House",4,"No","No","No"
"Braxton, Anthony","Ensemble (New York) 1995","Braxton House",4,"No","No","No"
"Braxton, Anthony","Octet (New York) 1995","Braxton House",4,"No","No","No"
"Braxton, Anthony","For Alto","Delmark",6,"Yes","No","Yes"
"Braxton, Anthony","News From The 70s","Felmay",6,"No","No","No"
"Braxton, Anthony","Solo (Milano)","Golden Years",7,"No","No","No"
"Braxton, Anthony","Ninetet I II III","Leo",7,"No","No","No"
"Braxton, Anthony","Solo (NYC)","Parallactic",7,"No","No","No"
"Braxton, Anthony","Duets: Hamburg 1991","Music & Arts",9,"No","No","No"
"Braxton, Anthony","Willisau Solo","Intakt",9,"No","No","No"
"Braxton, Anthony","Victoriaville 2005","Victo",9,"No","No","No"
"Braxton, Anthony","Duo (Victoriaville) 2005","Victo",9,"No","No","No"
"Braxton, Anthony","Nine Compositions (Iridium) 2006","Firehouse",9,"No","No","Yes"
"Braxton, Anthony","Duets (1993) ","Music & Arts",9,"No","No","No"
"Braxton, Anthony","New York, Fall 1974","Arista",10,"No","No","Yes"
"Braxton, Anthony","Creative Orch 1976","Arista",10,"No","No","Yes"
"Breau, Lenny","Guitar Sounds of LB","Wounded Bird",8,"No","No","No"
"Breau, Lenny","Live At Bourbon St","Guitarchives",8,"No","No","No"
"Brecker, Michael","Cost Of Living","Jazz Door",9,"No","No","No"
"Brecker, Michael","Pilgrimage","Emarcy",10,"No","No","Yes"
"Brennan, John Wolf","Ear of a Raindrop","Leo",4,"No","No","No"
"Brennan, John Wolf","Well Tempered Clavier","Creative Works",7,"No","No","No"
"Brennan, John Wolf","Flugel","Creative Works",7,"No","No","No"
"Brennan, John Wolf","Rising Fall","Leo",8,"No","No","No"
"Breuker, Willem","De Onderste Steen","Entr'acte",1,"No","No","No"
"Breuker, Willem","Live In Berlin","FMP/BVHaast",1,"No","No","No"
"Breuker, Willem","De Klap","BVHaast",1,"No","No","No"
"Breuker, Willem","Bob's Gallery","BVHaast",2,"No","No","No"
"Breuker, Willem","Heibel","BVHaast",2,"No","No","No"
"Breuker, Willem","Deze Kant Op, Dames","BVHaast",2,"No","No","No"
"Breuker, Willem","Parrot","BVHaast",3,"No","No","No"
"Breuker, Willem","Psalm 122","BVHaast",5,"No","No","No"
"Bridgewater, Dee Dee","Love And Peace","Verve",5,"No","No","No"
"Brignola, Nick","On A Different Level","Reservoir",1,"No","No","No"
"Broadbent, Alan","Maybeck","Concord",1,"No","No","No"
"Broadbent, Alan","with Foster","Concord",2,"No","No","No"
"Broadbent, Alan","Personal Standards","Concord",4,"No","No","Yes"
"Brookmeyer, Bob","Back Again","Sonet",1,"No","No","No"
"Brookmeyer, Bob","New Works/Celebration","Challenge",5,"No","Yes","Yes"
"Brookmeyer, Bob","Island","Artists House",8,"No","No","No"
"Brookmeyer, Bob","Brookmeyer","RCA",10,"No","No","Yes"
"Brooks, David Bubba","Polka Dots & Moonbeams","TCB",7,"No","No","No"
"Broom, Bobby","Song & Dance","Origin",9,"No","No","No"
"Brotherhood Of Breath","Live At Willisau","Ogun",10,"No","No","Yes"
"Brotzmann, Peter","Machine Gun","FMP",1,"Yes","Yes","Yes"
"Brotzmann, Peter","Dried Rat Dog","Okkadisk",4,"No","No","No"
"Brotzmann, Peter","Chicago Octet/Tentet","Okkadisk",5,"No","No","No"
"Brotzmann, Peter","Little Birds I & II","FMP",5,"No","No","No"
"Brotzmann, Peter","Stone Water","Okkadisk",6,"No","No","No"
"Brotzmann, Peter","Never Too Late","Eremite",7,"No","No","No"
"Brotzmann, Peter","No One Ever Works Alone","Okkadisk",8,"No","No","No"
"Brotzmann, Peter","Pica Pica","Atavistic",9,"No","No","No"
"Brotzmann, Peter","Songlines","FMP",9,"No","No","No"
"Brotzmann, Peter","American Landscapes I II","Okkadisk",9,"No","No","No"
"Brotzmann, Peter","Only The Devil Has No Dreams","Jazzwerkstatt",9,"No","No","No"
"Brotzmann, Peter","Marz Combo","FMP",9,"No","No","No"
"Brotzmann, Peter","14 Love Poems","FMP",10,"No","No","Yes"
"Brown, Clifford","CB Big Band In Paris","OJC",1,"No","No","No"
"Brown, Clifford","Jazz Immortal","Pacific Jazz",1,"No","No","No"
"Brown, Clifford","Brownie","Emarcy",1,"No","No","No"
"Brown, Clifford","Compact Jazz: CB","Emarcy",1,"No","No","No"
"Brown, Clifford","In Concert","Vogue",1,"No","No","No"
"Brown, Clifford","Complete BN & PJ","Blue Note",4,"No","Yes","No"
"Brown, Clifford","Jazz Masters","Emarcy",3,"No","No","No"
"Brown, Clifford","Alone Together","Verve",3,"No","No","Yes"
"Brown, Clifford","Ultimate CB","Verve",4,"No","No","No"
"Brown, Clifford","Joy Spring","Proper",8,"No","No","No"
"Brown, Clifford","Memorial Album","Blue Note",9,"No","No","Yes"
"Brown, Clifford","CB with Max Roach","Emarcy",9,"No","No","No"
"Brown, Jeri","Unfolding The Peacocks","Justin Time",2,"No","No","No"
"Brown, Jeri","A Timeless Place","Justin Time",3,"No","No","No"
"Brown, Jeri","I've Got Your Number","Justin Time",5,"No","No","No"
"Brown, Marion","Recollections","Creative",1,"No","No","No"
"Brown, Marion","Why Not","ESP",2,"No","No","No"
"Brown, Marion","Porto Novo","Black Lion",3,"No","No","No"
"Brown, Marion","Three For Shepp","Impulse",10,"No","No","Yes"
"Brown, Ray","Black Orpheus","Paddle Wheel",2,"No","No","No"
"Brown, Ray","Best Of Concord","Concord",7,"No","No","No"
"Brown, Ray","Best Friends Are Guitarists","Telarc",7,"No","No","No"
"Brown, Ray","Soular Energy","Concord",10,"No","No","Yes"
"Brown, Reuben","Ice Scape","Steeplechase",5,"No","No","No"
"Brown, Reuben","Blue & Brown","Steeplechase",9,"No","No","No"
"Brown, Rob","Scratching The Surface","CIMP",9,"No","No","No"
"Brown, Rob","Sounds","Clean Feed",9,"No","No","No"
"Brown, Sandy","McJazz And Friends","Lake",5,"No","No","Yes"
"Brown, Ted","Preservation","Steeplechase",9,"No","No","No"
"Brubeck, Dave","Jazz At Oberlin","OJC",1,"No","No","No"
"Brubeck, Dave","Time Out","Columbia",1,"No","Yes","Yes"
"Brubeck, Dave","Once When I Was Young","Limelight",2,"No","No","No"
"Brubeck, Dave","Jazz Impressions of Japan","Columbia",6,"No","No","No"
"Brubeck, Dave","Time Signatures","Columbia",2,"No","No","No"
"Brubeck, Dave","Live At Berlin Phil","Columbia",4,"No","No","No"
"Brubeck, Dave","Early Concepts","Proper",7,"No","No","No"
"Brubeck, Dave","Park Avenue South","Telarc",7,"No","No","No"
"Brubeck, Dave","Classical Brubeck ()","Telarc",7,"No","No","No"
"Brubeck, Dave","London Sharp, London Flat","Telarc",8,"No","No","Yes"
"Brubeck, Dave","Private B Remembers","Telarc",8,"No","No","No"
"Brubeck, Dave","Just You Just Me","Telarc",9,"No","No","No"
"Brubeck, Dave","DB Octet","OJC",10,"No","No","Yes"
"Bruise","We Packed Our Bags","Foghorn",9,"No","No","No"
"Bryant, Ray","Through The Years 1&2","Emarcy",2,"No","No","No"
"Bryant, Ray","No Problem","Emarcy",3,"No","No","No"
"Bryant, Ray","Tribute To Piano Friends","JVC",5,"No","No","No"
"Bryant, Ray","Alone With The Blues","OJC",10,"No","No","Yes"
"Buckley, Steve","Life As We Know it","Babel",8,"No","No","No"
"Buckley, Steve","Whole & Half","FMR",9,"No","No","No"
"Bullock, Chuck","Essential CB","Challenge",9,"No","No","No"
"Bunch, John","At Nola Playhouse","Arbors",9,"No","No","No"
"Bunnett, Jane","Ritmo & Soul","Blue Note",9,"No","No","No"
"Bunnett, Jane","Spirits Of Havana","Denon",10,"No","No","Yes"
"Burk, Greg","The Ivy Trio","482 Music",9,"No","No","No"
"Burke, Raymond","RB & Fraser With Thompson","504 CDS",10,"No","No","Yes"
"Burkert, Gene","Jazz Palatte","Sea Breeze",9,"No","No","No"
"Burn, Chris","Music For 3 Rivers","Victo",4,"No","No","No"
"Burn, Chris","Navigations","Acta",4,"No","No","No"
"Burrell, Dave","In Concert","Victo",1,"No","No","No"
"Burrell, Dave","Windward Passages","Hat Art",2,"No","No","No"
"Burrell, Dave","High Won High Two","Black Lion",3,"No","No","No"
"Burrell, Dave","Jelly Roll Joys","Gazell",6,"No","No","Yes"
"Burrell, Dave","Momentum","High Two",9,"No","No","No"
"Burrell, Kenny","Ellington Is Forever Vol1","Fantasy",2,"No","Yes","No"
"Burrell, Kenny","Lotus Blossom","Concord",9,"No","No","No"
"Burrell, Kenny","Bluesy Burrell","OJC",4,"No","No","Yes"
"Burt, George","Great Shark Hunt","FMR",8,"No","No","No"
"Burton, Abraham","The Magician","Enja",4,"No","No","No"
"Burton, Gary","Hotel Hello","ECM",2,"No","Yes","Yes"
"Burton, Gary","GB & Keith Jarrett","Rhino",4,"No","No","No"
"Burton, Gary","Duster","Koch",9,"No","No","No"
"Burton, Gary","Alone At Last","WEA",9,"No","No","No"
"Burton, Gary","For Hamp, Red, Bags, and Cal","Concord",10,"No","No","Yes"
"Burton, Gary","Country Roads & Other Places","Koch",10,"No","No","Yes"
"Bushkin, Joe","Piano Moods / After Hours","Collectables",10,"No","No","Yes"
"Butcher, John","13 Friendly Numbers","Acta",1,"No","No","No"
"Butcher, John","Fixations (14)","Emanem",6,"No","No","No"
"Butcher, John","Optic","Emanem",8,"No","No","No"
"Butcher, John","Interworks","Matchless",9,"No","No","No"
"Butcher, John","Geometry Of Sentiment","Emanem",9,"No","No","Yes"
"Byard, Jaki","Out Front","OJC",4,"No","No","Yes"
"Byard, Jaki","Phastasies","Soul Note",10,"No","No","Yes"
"Byas, Don","Lover Man","Vogue",3,"No","No","No"
"Byas, Don","Complete American Small ","Definitive",9,"No","No","No"
"Byas, Don","DB 1944-1945","Classics",10,"No","No","Yes"
"Bynum, Taylor Ho","Middle Picture","Firehouse",9,"No","No","No"
"Byrd, Charlie","Guitar Artistry of CB","JVC",10,"No","No","Yes"
"Byrd, Donald","Byrd In Hand","Blue Note",10,"No","No","Yes"
"Byrd, Donald","Black Byrd","Blue Note",10,"No","No","Yes"
"Byron, Don","Tuskegee Experiments","Elektra",2,"No","No","Yes"
"Cables, George","Phantom Of The City","Contemporary",3,"No","No","Yes"
"Cables, George","Night & Day","DIW",4,"No","No","No"
"Cables, George","Person To Person","Steeplechase",4,"No","No","No"
"Cables, George","Letter To Dexter","Kind Of Blue",9,"No","No","No"
"Cables, George","Alone Together","Groove Jazz",9,"No","No","No"
"Cain, Michael","Circa","ECM",4,"No","No","No"
"Caine, Uri","Toys","JMT",3,"No","No","No"
"Caine, Uri","Mahler In Toblach","Winter",5,"No","No","Yes"
"Caine, Uri","Dark Flame","Winter",9,"No","No","No"
"Calderazzo, Joe","Haiku","Marsalis",9,"No","No","No"
"Callender, Red","Swingin' Suite","Fresh Sound",9,"No","No","Yes"
"Calloway, Cab","Early Years : 1930-1934","JSP",10,"No","No","Yes"
"Camilo, Michel","Spirit Of The Moment","Telarc",9,"No","No","No"
"Camilo, Michel","Solo","Telarc",9,"No","No","No"
"Campbell, John","After Hours","Contemporary",2,"No","No","No"
"Candoli, Conte","Coast To Coast","Fresh Sound",8,"No","No","No"
"Candoli, Conte","CC Quartet","VSOP",10,"No","No","Yes"
"Cappelletti, Arrigo","Samadhi","Splasch",2,"No","No","No"
"Carey, Mutt","MC & Lee Collins","American",10,"No","No","Yes"
"Carl, Rudiger","Book/Virtual COWWS","FMP",5,"No","No","No"
"Carlberg, Frank","Variations On A Summer Day","Fresh Sound",9,"No","No","No"
"Carrington, Terri Lynne","Structure","ACT",7,"No","No","No"
"Carroll, Baikida","Shadow & Reflections","Soul Note",3,"No","No","No"
"Carson, Ernie","Every Man A King","GHB",4,"No","No","No"
"Carson, Ernie","Southern Comfort","GHB",5,"No","No","No"
"Carson, Ernie","If I Had A Talking Picture","GHB",5,"No","No","No"
"Carter, Benny","BC 1933-1936","Classics",10,"No","No","Yes"
"Carter, Benny","BC 40-41","Classics",1,"No","No","No"
"Carter, Benny","Complete 1930-40 Vol. 1","Charly",1,"No","No","No"
"Carter, Benny","All Of Me","Bluebird",2,"No","No","No"
"Carter, Benny","BC 28-52","RCA",4,"No","No","No"
"Carter, Benny","3,4,5: Verve Small Group","Verve",1,"No","No","No"
"Carter, Benny","Jazz Giant","OJC",1,"No","No","No"
"Carter, Benny","The King","Pablo",1,"No","No","No"
"Carter, Benny","Elegy In Blue","Musicmasters",3,"No","No","No"
"Carter, Benny","Further Definitions","Impulse",4,"No","Yes","Yes"
"Carter, Betty","Finally, Betty Carter","Roulette",1,"No","No","Yes"
"Carter, Betty","Audience with BC","Verve",1,"Yes","No","Yes"
"Carter, Betty","Jazzbuhne Berlin '85","Repertoire",1,"No","No","No"
"Carter, Betty","Droppin' Things","Verve",1,"No","No","No"
"Carter, Betty","Village Vanguard","Verve",2,"No","No","No"
"Carter, Betty","Look What I Got","Verve",2,"No","No","No"
"Carter, Betty","It's Not About The Melody","Verve",2,"No","No","No"
"Carter, Betty","Feed The Fire","Verve",3,"No","No","No"
"Carter, James","Real Quietstorm","Atlantic",3,"No","No","No"
"Carter, James","Conversin' With The Elders","Atlantic",4,"No","No","Yes"
"Carter, John","West Coast Hot","Novus",2,"No","No","No"
"Carter, John","Seeking","Hat Art",2,"No","No","No"
"Carter, John","Castles of Ghana","Gramavision",4,"No","No","No"
"Carter, John","Dauwhe","Black Saint",10,"No","No","Yes"
"Carter, Ron","Third Plane","OJC",2,"No","No","Yes"
"Carter, Ron","Telephone","Concord",4,"No","No","No"
"Cary, Dick","Got Swing?","Arbors",6,"No","No","No"
"Casa Loma Orchestra","CL Stomp / Maniac's Ball","Hep",10,"No","No","Yes"
"Catlett, Sid","SC 1944-1946","Classics",10,"No","No","Yes"
"Celestin, Oscar","OC + Sam Morgan","Azure",2,"Yes","No","Yes"
"Celestrial Communicaton","HR 57 Treasure Box","Eremite",7,"No","No","No"
"Chaloff, Serge","Blue Serge","Capitol",5,"No","Yes","Yes"
"Chaloff, Serge","Blue Serge/Boston Blow Up","Definitive",8,"No","No","No"
"Chaloff, Serge","Baritone Sax Master","Proper",8,"No","No","No"
"Chambers, Paul","Bass On Top","Blue Note",10,"No","No","Yes"
"Chapin, Thomas","Haywire","Knitting",4,"No","No","No"
"Chapin, Thomas","Sky Piece","Knitting",4,"No","No","No"
"Chapin, Thomas","Night Bird Song","Knitting",5,"No","No","Yes"
"Chapin, Thomas","Alive","Knitting",6,"No","No","No"
"Charlap, Bill","Written In The Stars","Blue Note",6,"No","No","Yes"
"Charlap, Bill","Somewhere","Blue Note",7,"No","No","No"
"Charlap, Bill","Live At Village Vanguard","Blue Note",9,"No","No","No"
"Charles, Teddy","The TC Tentet","Atlantic",1,"No","Yes","Yes"
"Charles, Teddy","Prestige Jazz Quartet","OJC",9,"No","No","No"
"Cheatham, Doc","Black Beauty","Sackville",1,"No","No","No"
"Cheatham, Doc","Duets and Solos","Sackville",10,"No","No","Yes"
"Cheek, Chris","Girl Named Joe","Fresh Sound",5,"No","No","No"
"Cherry, Don","Montmartre, Vol. 2","Magnetic",1,"No","No","No"
"Cherry, Don","Art Deco","A&M",1,"No","No","No"
"Cherry, Don","Mu 1st Part 2nd Part","Varese",6,"No","No","No"
"Cherry, Don","Brown Rice","Jazz Heritage",9,"No","No","Yes"
"Cherry, Don","Complete Communion","Blue Note",10,"No","No","Yes"
"Chisholm, George","Early Days : 1935-1944","Timeless",10,"No","No","Yes"
"Christian, Charlie","Genius of Electric Guitar","Columbia",3,"No","No","Yes"
"Christian, Charlie","Solo Flight","Topaz",3,"No","No","No"
"Christian, Charlie","Swing To Bop","Dreyfus",6,"No","No","No"
"Christiansen, Corey","Awakening","Mel Bay",9,"No","No","No"
"Christmann, Gunter","Here Now","Concepts",5,"No","No","No"
"Christy, June","Misty Miss Christy","Capitol",2,"No","No","No"
"Christy, June","The Song Is June","Capitol",4,"No","No","No"
"Christy, June","Best of the Jazz Sessions","Capitol",4,"No","No","No"
"Christy, June","Something Cool","Capitol",1,"Yes","No","Yes"
"Circle","Paris Concert","ECM",1,"No","No","No"
"Citroen, Soesja","Sings Thelonious Monk","Timeless",7,"No","No","No"
"Clare, Alan","Jazz Around The Clock","Dutton",9,"No","No","No"
"Clark, Curtis","Make Believe","BVHaast",9,"No","No","No"
"Clark, Curtis","Letter To South Africa","Nimbus",9,"No","No","No"
"Clark, Sonny","Leapin' And Lopin'","Blue Note",1,"No","No","No"
"Clark, Sonny","Cool Struttin'","Blue Note",3,"No","No","Yes"
"Clark, Sonny","Complete Studio","Gambit",9,"No","No","No"
"Clarke, Kenny","Plays Andre Hodeir","Philips",2,"No","No","No"
"Clarke, Kenny","Klook's The Man","Proper",9,"No","No","Yes"
"Classic Jazz Quartet","Complete","Jazzology",3,"No","No","No"
"Claudia Quintet","For","Cuneiform",9,"No","No","No"
"Clausen, Thomas","Psalm","Storyville",4,"No","No","No"
"Clayton, Buck","BC All Stars 1961","Storyville",10,"No","No","Yes"
"Clayton, Jay","Live At Jazz Alley","ITM",2,"No","No","No"
"Clayton, Jay","Beautiful Love","Sunnyside",6,"No","No","No"
"Clayton, Jay","Sound Songs","Winter",9,"No","No","No"
"Clayton-Hamilton JO","Live At MCG","Manchester",9,"No","No","No"
"Cleveland, Jimmy","Cleveland Style","Emarcy",10,"No","No","Yes"
"Cline, Alex","Constant Flame","Cryptogram",6,"No","No","Yes"
"Cline, Nels","Giant Pin","Cryptogram",8,"No","No","No"
"Clooney, Rosemary","Lyrics Of Johnny Mercer","Concord",1,"No","No","No"
"Clooney, Rosemary","Blue Rose","Columbia",5,"No","No","No"
"Clusone Trio","Soft Lights & Sweet Music","Hat Art",3,"No","No","No"
"Cochrane, Michael","Pathways","Steeplechase",9,"No","No","No"
"Cochrane, Michael","Right Now","Steeplechase",9,"No","No","No"
"Cody, Chris","Midnight Tide","Cristal",9,"No","No","No"
"Coe, Tony","Some Other Autumn","Hep",4,"No","No","No"
"Coe, Tony","Mainly Mancini","Nato",4,"No","No","No"
"Coe, Tony","In Concert","AB",4,"No","No","No"
"Coe, Tony","Days of Wine & Roses","Zephyr",4,"No","No","No"
"Coe, Tony","Captain Coe's Famous","Storyville",10,"No","No","Yes"
"Cohen, Avishai","Colors","Stretch",10,"No","No","Yes"
"Cohn, Al","Al & Zoot","Chess",4,"No","No","No"
"Cohn, Al","You 'n Me","Verve",10,"No","No","Yes"
"Cole, Nat","Best Of The NKC Trio","Capitol",1,"No","No","No"
"Cole, Nat","NKC Trio Vol. 4","Laserlight",1,"No","No","No"
"Cole, Nat","Cool Cole","Proper",7,"No","No","No"
"Cole, Nat","After Midnight","Capitol",,"No","Yes","Yes"
"Cole, Nat","NKC 1943-1944","Classics",10,"No","No","Yes"
"Coleman, George","My Horns of Plenty","Birdology",3,"No","No","No"
"Coleman, George","I Could Write A Book","Telarc",10,"No","No","Yes"
"Coleman, Ornette","Shape Of Jazz To Come","Atlantic",1,"No","No","Yes"
"Coleman, Ornette","Change Of The Century","Atlantic",1,"No","No","No"
"Coleman, Ornette","This Is Our Music","Atlantic",1,"No","No","No"
"Coleman, Ornette","Free Jazz","Atlantic",1,"No","No","No"
"Coleman, Ornette","Golden Circle V 1,2","Blue Note",1,"No","Yes","Yes"
"Coleman, Ornette","Beauty Is A Rare Thing","Rhino",2,"Yes","Yes","No"
"Coleman, Ornette","Body Meta","Verve",4,"No","No","No"
"Coleman, Ornette","Soapsuds Soapsuds","Verve",4,"No","No","No"
"Coleman, Ornette","Colors","Verve",4,"No","No","Yes"
"Coleman, Ornette","To Whom Who Keeps ","Water",9,"No","No","No"
"Coleman, Ornette","Dancing In Your Head","Verve",9,"No","No","No"
"Coleman, Ornette","Science Fiction Sessions","CBS",10,"No","No","Yes"
"Coleman, Steve","Tao Of Mad Phat","Novus",2,"No","No","No"
"Coleman, Steve","Weaving Symbolics","Label Bleu",9,"No","No","No"
"Coleman, Steve","Invisible Paths","Tzadik",9,"No","No","No"
"Coleman, Steve","Resistance Is Futile","Label Bleu",10,"No","No","Yes"
"Coles, Johnny","New Morning","Criss Cross",2,"No","No","No"
"Collective Quartet","Orca","Leo Lab",4,"No","No","No"
"Collective Quartet","Live At Crescent","Leo Lab",9,"No","No","No"
"Collective Quartet","Synopsis","Leo Lab",9,"No","No","No"
"Collette, Buddy","Flute Talk","Soul Note",9,"No","No","Yes"
"Colley, Scott","Architect Of The Silent Moment","Cam Jazz",9,"No","No","No"
"Collier, Graham","Workpoints","Cuneiform",9,"No","No","No"
"Collier, Graham","Hoarded Dreams","Cuneiform",9,"No","Yes","Yes"
"Colligan, George","Agent 99","Steeplechase",6,"No","No","No"
"Colligan, George","Realization","Sirocco",8,"No","No","No"
"Coltrane, Alice","Translinear Light","Impulse",8,"No","No","No"
"Coltrane, Alice","Eternity","Sepia Tone",9,"No","No","No"
"Coltrane, John","Giant Steps","Atlantic",1,"No","Yes","Yes"
"Coltrane, John","Blue Train","Blue Note",7,"No","No","No"
"Coltrane, John","Coltrane Jazz","Atlantic",1,"No","No","No"
"Coltrane, John","My Favorite Things","Atlantic",1,"No","No","No"
"Coltrane, John","Coltrane's Sound","Atlantic",1,"No","No","No"
"Coltrane, John","C Plays The Blues","Atlantic",1,"No","No","No"
"Coltrane, John","Ole Coltrane","Atlantic",1,"No","No","No"
"Coltrane, John","Best Of","Atlantic",3,"No","No","No"
"Coltrane, John","Live At Village Vanguard","MCA",1,"No","No","No"
"Coltrane, John","European Impressions","Bandstand",1,"No","No","No"
"Coltrane, John","Afro Blue Impressions","Pablo",1,"No","No","No"
"Coltrane, John","A Love Supreme","MCA",1,"Yes","Yes","Yes"
"Coltrane, John","JC Quartet Plays","MCA",1,"No","No","No"
"Coltrane, John","Major Works of JC","Impulse",1,"Yes","No","No"
