"musician","album","label","edit","crow","core","thou"
"String Trio Of NY","Faze Phour","Black Saint",5,"No","No","No"
"String Trio Of NY","Rebirth Of A Feeling","Black Saint",10,"No","No","Yes"
"Strozier, Frank","Remember Me","Steeplechase",1,"No","No","No"
"Strozier, Frank","Fantastic FS","Vee Jay",10,"No","No","Yes"
"Stryker, Dave","Passage","Steeplechase",2,"No","No","No"
"Stubblefield, John","Countin' The Blues","Enja",1,"No","No","No"
"Sullivan, Ira","Nicky's Tune","Delmark",10,"No","No","Yes"
"Sullivan, Maxine","Close As Pages In A Book","Audiophile",3,"No","Yes","Yes"
"Sun Ra","Jazz In Silhouette","Evidence",1,"Yes","Yes","Yes"
"Sun Ra","Heliocentric Worlds 1","ESP",2,"No","No","No"
"Sun Ra","The Singles","Evidence",4,"No","No","No"
"Sun Ra","Cosmic Tones For Mental","Evidence",2,"No","No","No"
"Sun Ra","Magic City","Evidence",2,"No","Yes","Yes"
"Sun Ra","Atlantis","Evidence",2,"No","No","No"
"Sun Ra","The Solar Myth Approach","Affinity",1,"No","No","No"
"Sun Ra","Mayan Temples","Black Saint",1,"No","No","Yes"
"Sun Ra","Travel Spaceways/Bad","Evidence",2,"No","No","No"
"Sun Ra","Live From Soundscape (Ltd)","DIW",2,"No","No","No"
"Sun Ra","St. Louis Blues","IAI",2,"No","No","No"
"Sun Ra","Other Planes Of There","Evidence",2,"No","No","No"
"Sun Ra","Outer Spaceways Inc.","Black Lion",2,"No","No","No"
"Surman, John","Adventures of Simon","ECM",1,"No","No","No"
"Surman, John","Adventure Playground","ECM",2,"No","No","No"
"Surman, John","Nordic Quartet","ECM",3,"No","No","No"
"Surman, John","Tales Of Algonquin","Deram",5,"Yes","No","Yes"
"Surman, John","Where Fortune Smiles/Live","Sequel",5,"No","No","No"
"Surman, John","Coruscating","ECM",6,"No","No","No"
"Surman, John","Biography of Dawe","ECM",,"No","Yes","Yes"
"Surman, John","Spaces In Between","ECM",9,"No","No","No"
"Surman, John","Glancing Backwards","Castle",9,"No","No","No"
"Sussman, Richard","Free Fall","Double Time",8,"No","No","No"
"Sutton, Ralph","At Cafe Des Copains","Sackville",1,"No","No","No"
"Sutton, Ralph","Live At Sunnie's 1969 V 1& 2","Storyville",10,"No","No","Yes"
"Svensson, Esbjorn","Trio Plays Monk","Superstudio",4,"No","No","No"
"Svensson, Esbjorn","Winter In Venice","Superstudio",5,"No","No","No"
"Svensson, Esbjorn","From Gagarin's Point Of View","ACT",5,"No","No","Yes"
"Swanerud, Thore","More Than You Know","Dragon",1,"No","No","No"
"Swallow, Steve","So There","XtraWatt",9,"No","No","No"
"Swallow, Steve","Home","ECM",10,"No","No","Yes"
"Swanerud, Thore","Stardust","Dragon",1,"No","No","No"
"Szukalski, Tomas","Body & Soul","Polonia",2,"No","No","No"
"Tabackin, Lew","I'll Be Seeing You","Concord",2,"No","No","Yes"
"Tabackin, Lew","What A Little Moonlight","Concord",3,"No","No","No"
"Tabackin, Lew","Tenority","Concord",5,"No","No","No"
"Taborn, Craig","Junk Magic","Thirsty Ear",8,"No","No","No"
"Takase, Aki","Shima Shoka","Enja",2,"No","No","No"
"Takase, Aki","The Dessert","Leo",7,"No","No","Yes"
"Takase, Aki","St Louis Blues","Enja",8,"No","No","No"
"Takase, Aki","Lok 3","Leo",8,"No","No","No"
"Tamura, Natsuki","How Many","Leo Lab",4,"No","No","No"
"Tapscott, Horace","Live At Lobero","Nimbus",1,"No","No","No"
"Tapscott, Horace","Sessions: Vols. 1,2,3,5","Nimbus",1,"No","No","No"
"Tapscott, Horace","The Dark Tree","Hatology",1,"Yes","No","Yes"
"Tapscott, Horace","West Coast Hot","Novus",1,"No","No","No"
"Tapscott, Horace","Among Friends","Jazz Friends",5,"No","No","No"
"Tate, Buddy","Legendary 1977 Encounter","Chiaroscuro",10,"No","No","Yes"
"Tatum, Art ","AT 1932-1934","Classics",10,"No","No","Yes"
"Tatum, Art","Solos 1934-39","MCA",1,"No","No","No"
"Tatum, Art","Classic Early Solos","MCA",1,"No","No","No"
"Tatum, Art","Solos 40","MCA",2,"No","No","No"
"Tatum, Art","Standard Transcriptions","Music & Arts",1,"No","No","No"
"Tatum, Art","Solo V1-7","Pablo",1,"No","No","No"
"Tatum, Art","Complete Pablo Solo","Pablo",1,"Yes","No","Yes"
"Tatum, Art","Group V 6,7","Pablo",1,"No","No","No"
"Tatum, Art","Group V1","Pablo",1,"No","No","Yes"
"Tatum, Art","Complete Pablo Group","Pablo",1,"No","No","No"
"Tatum, Art","20th Century Genius","Verve",4,"No","No","No"
"Tatum, Art","Standard Transcriptions 35-45","Storyville",5,"No","No","No"
"Tatum, Art","Group V8","Pablo",1,"No","Yes","No"
"Taylor, Art","Taylor's Wailers","OJC",10,"No","No","Yes"
"Taylor, Cecil","Jazz Advance","Blue Note",1,"No","Yes","Yes"
"Taylor, Cecil","The World Of CT","Candid",1,"No","No","No"
"Taylor, Cecil","Jumpin' Punkins","Candid",1,"No","No","No"
"Taylor, Cecil","Nefertiti","Revenant",4,"Yes","No","Yes"
"Taylor, Cecil","Trance ()","Black Lion",4,"No","No","No"
"Taylor, Cecil","Indent","Freedom",1,"No","No","No"
"Taylor, Cecil","Silent Tongues","Freedom",1,"No","No","No"
"Taylor, Cecil","One Too Many","Hat Art",1,"No","No","No"
"Taylor, Cecil","Garden Part One, Part 2","Hat Art",1,"No","No","No"
"Taylor, Cecil","Winged Serpent","Soul Note",1,"No","No","No"
"Taylor, Cecil","For Olim","Soul Note",1,"No","Yes","No"
"Taylor, Cecil","Live In Bologna","Leo",1,"No","No","No"
"Taylor, Cecil","Live In Vienna","Leo",1,"No","No","No"
"Taylor, Cecil","Erzulie Maketh Scent","FMP",1,"No","No","No"
"Taylor, Cecil","Pleistozaen Mit Wasser","FMP",1,"No","No","No"
"Taylor, Cecil","Leaf Palm Hand","FMP",1,"No","No","No"
"Taylor, Cecil","Spots, Circles And Fantasy","FMP",1,"No","No","No"
"Taylor, Cecil","Regalia","FMP",1,"No","No","No"
"Taylor, Cecil","Rememberance","FMP",1,"No","No","No"
"Taylor, Cecil","The Hearth","FMP",1,"No","No","No"
"Taylor, Cecil","Riobec","FMP",1,"No","No","No"
"Taylor, Cecil","Alms/Tiergarten (Spree)","FMP",1,"No","No","No"
"Taylor, Cecil","In East Berlin","FMP",1,"No","No","No"
"Taylor, Cecil","Looking (Berlin Version)","FMP",1,"No","No","No"
"Taylor, Cecil","Looking (The Feel Trio)","FMP",1,"No","No","No"
"Taylor, Cecil","CT Unit","New World",2,"No","No","No"
"Taylor, Cecil","3 Phasis","New World",2,"No","No","No"
"Taylor, Cecil","Celebrated Blazons","FMP",2,"No","No","Yes"
"Taylor, Cecil","Double Holy House","FMP",2,"No","No","No"
"Taylor, Cecil","Olu Iwa","Soul Note",2,"No","No","No"
"Taylor, Cecil","Tree Of Life","FMP",4,"No","Yes","No"
"Taylor, Cecil","Willisau Concert","Intakt",6,"No","No","No"
"Taylor, Cecil","Conquistador","Blue Note",7,"No","No","Yes"
"Taylor, Cecil","Nailed","FMP",7,"No","No","No"
"Taylor, Cecil","2 T's For A Lovely T","Codenza",8,"No","No","No"
"Taylor, John","Insight","Sketch",7,"No","No","No"
"Taylor, John","Angel Of Presence","Cam Jazz",8,"No","No","No"
"Taylor, John","Whirlpool","Cam Jazz",9,"No","No","No"
"Taylor, John","Rosslyn","ECM",10,"No","No","Yes"
"Taylor, Martin","Spirit Of Django","Linn",3,"No","No","Yes"
"Taylor, Martin","Gold","Linn",4,"No","No","No"
"Taylor, Martin","In Concert","Milestone",6,"No","No","No"
"Tchicai, John","Real Tchicai","Steeplechase",1,"No","No","No"
"Tchicai, John","Darktown Highlights","Storyville",1,"No","No","No"
"Tchicai, John","Grandpa's Spells","Storyville",3,"No","No","Yes"
"Tchicai, John","Good Night Songs","Boxholder",9,"No","No","No"
"Teagarden, Jack","I Gotta Right To Sing The Blues","ASV",10,"No","No","Yes"
"Terry, Clark","In Orbit","OJC",1,"No","No","No"
"Terry, Clark","Daylight Express","Chess",4,"No","No","No"
"Terry, Clark","Color Changes","Candid",1,"No","No","Yes"
"Terry, Clark","Memories Of Duke","OJC",1,"No","Yes","Yes"
"Terry, Clark","Serenade To A Bus Seat","OJC",10,"No","No","Yes"
"Texier, Henri","Izlaz","Label Bleu",1,"No","No","No"
"Thielemans, Toots","Live","Polydor",1,"No","No","No"
"Thielemans, Toots","Do Not Leave Me","Stash",1,"No","No","No"
"Thielemans, Toots","Only Trust Your Heart","Concord",1,"No","No","Yes"
"Thomas, Gary","While The Gate Is Open","Winter",10,"No","No","Yes"
"Thomas, Rene","Guitar Groove","OJC",1,"No","No","Yes"
"Thomas, Rene","Genius Vol. 2","RTBF",2,"No","No","No"
"Thompson, Charles","For The Ears","Vanguard",10,"No","No","Yes"
"Thompson, Danny","Whatever","Hannibal",1,"No","No","No"
"Thompson, Danny","Live 1967","What Disc",5,"No","No","No"
"Thompson, Lucky","Accent On Tenor Sax","Fresh Sound",1,"No","No","No"
"Thompson, Lucky","Lucky Strikes","OJC",1,"No","No","Yes"
"Thompson, Lucky","Lord, Lord Am I Ever","Candid",4,"No","No","No"
"Thompson, Malachi","Blue Jazz","Delmark",10,"No","No","Yes"
"Thornhill, Claude","Snowfall","Hep",10,"No","No","Yes"
"Thornton, Clifford","Freedom & Unity","Atavistic",10,"No","No","Yes"
"Threadgill, Henry","Carry The Day","Columbia",3,"No","No","No"
"Threadgill, Henry","Where's Your Cup","Columbia",4,"No","No","No"
"Threadgill, Henry","Everybody's Mouth's A Book","Pi ",10,"No","No","Yes"
"Threadgill, Henry","Rag, Bush and All","Novus",10,"No","No","Yes"
"Timmons, Bobby","In Person","OJC",1,"No","No","Yes"
"Timmons, Bobby","Moanin' Blues","Prestige",8,"No","No","No"
"Tippett, Keith","Mujician III (August Air)","FMP",1,"No","No","Yes"
"Tippett, Keith","Mujician I II","FMP",4,"No","No","No"
"Tippett, Keith","Couple In Spirit II","ASC",4,"No","No","No"
"Tippett, Keith","The Dartington Concert","Editions",1,"No","No","No"
"Tjader, Cal","Monterey Concerts","Prestige",10,"No","No","Yes"
"Tolliver, Charles","Impact","Strata East",1,"No","No","No"
"Tolliver, Charles","The Ringer","Black Lion",3,"No","No","No"
"Tolliver, Charles","Grand Max","Black Lion",10,"No","No","Yes"
"Tolvan Big Band","Music Of Helge Albin","Naxos",5,"No","No","No"
"Toneff, Radha","Winter Poem","Verve",2,"No","No","No"
"Torme, Mel","Lulu's Back In Town","Charly",1,"No","No","No"
"Torme, Mel","MT Swings Shubert Alley","Verve",1,"No","Yes","No"
"Torme, Mel","Ellington And Basie SB","Verve",1,"No","No","No"
"Torme, Mel","Compact Jazz: Mel Torme","Verve",1,"No","No","No"
"Torme, Mel","MT Collection","Rhino",4,"No","No","No"
"Torme, Mel","Sings Fred Astaire","Rhino",10,"No","No","Yes"
"Towner, Ralph","Diary","ECM",1,"No","No","No"
"Towner, Ralph","Solstice","ECM",1,"No","No","No"
"Towner, Ralph","A Closer View","ECM",4,"No","No","No"
"Towner, Ralph","Time Line","ECM",8,"No","No","Yes"
"Towns, Colin","Nowhere And Heaven","Provocateur",5,"No","No","No"
"Tracey, Clark","British Standard Time","Tentoten",8,"No","No","No"
"Tracey, Clark","Mighty SAS","Tentoten",8,"No","No","No"
"Tracey, Stan","Under Milkwood","Blue Note",2,"No","No","Yes"
"Tracey, Stan","Crevulations","Psi",8,"No","No","No"
"Tracey, Stan","Just You, Just Me","Avid",8,"No","No","No"
"Tracey, Stan","Portraits Plus","Blue Note",2,"No","No","No"
"Tracey, Stan","Supernova","Resteamed",9,"No","No","No"
"The Trio","The Trio","BGO",4,"No","No","No"
"The Trio (Norway)","Meet The Locals","Resonant",5,"No","No","No"
"Tristano, Lennie","Requiem","Atlantic",1,"No","No","No"
"Tristano, Lennie","LT / New T","Atlantic",2,"No","Yes","Yes"
"Tristano, Lennie","Complete LT","Mercury",3,"No","No","Yes"
"Trovesi, Gianluigi","From G To G","Soul Note",2,"No","No","Yes"
"Trovesi, Gianluigi","Around Small Fairy Tales","Soul Note",5,"No","No","No"
"Trovesi, Gianluigi","Fugace","ECM",7,"No","No","No"
"Trumbauer, Frankie","FT 27-28","Classics",7,"No","No","Yes"
"Trumbauer, Frankie","Studio Grps ()","EMI",1,"No","No","No"
"Turner, Mark","Yam Yam","Criss Cross",3,"No","No","No"
"Turner, Mark","MT","Warner Bros",4,"No","No","No"
"Turner, Mark","In This World","Warner Bros",5,"No","No","No"
"Turre, Steve","Fire + Ice","Stash",2,"No","No","Yes"
"Turre, Steve","ST","Verve",4,"No","No","No"
"Turrentine, Stanley","The Spoiler","Blue Note",10,"No","No","Yes"
"Twardzik, Richard","1954 Improvs ()","New Artists",3,"No","No","No"
"Twardzik, Richard","Complete RT","Lonehill",10,"No","No","Yes"
"Tyler, Charles","Ensemble","ESP",2,"No","No","No"
"Tyler, Charles","Saga Of The Outlaws","Nessa",10,"No","No","Yes"
"Tyner, McCoy","The Real McCoy","Blue Note",1,"No","Yes","Yes"
"Tyner, McCoy","Revelations","Blue Note",3,"No","No","No"
"Tyner, McCoy","Soliloquy","Blue Note",3,"No","No","Yes"
"Tyner, McCoy","Turning Point","Birdology",2,"No","No","No"
"Tyner, McCoy","Manhattan Moods","Blue Note",3,"No","No","No"
"Tyner, McCoy","Time For Tyner","Blue Note",8,"No","Yes","No"
"Tyner, McCoy","MT Quartet","MT",9,"No","No","No"
"Tyner, McCoy","Sahara","OJC",10,"No","No","Yes"
"Ulher, Birgit","Sputter","Creative",9,"No","No","No"
"Ulher, Birgit","Sperrgut","Balance",9,"No","No","No"
"Ulher, Birgit","Scatter","Creative",9,"No","No","No"
"Ullman, Gebhard","Ballads & Related","Leo",8,"No","No","No"
"Ulmer, James Blood","Odyssey","Columbia",4,"No","Yes","Yes"
"Ulmer, James Blood","Music Speaks Louder","Koch",5,"No","No","No"
"UMO Jazz Orchestra","Electrifying Miles","A Records",5,"No","No","No"
"UMO Jazz Orchestra","UMO Plays Abrams","Slam",10,"No","No","Yes"
"Urbani, Massimo","The Blessing","Red",2,"No","No","Yes"
"Urbaniak, Michael","Songbird","Steeplechase",1,"No","No","No"
"Vache, Warren","Affair To Remember","Zephyr",4,"No","No","No"
"Vache, Warren","Shine","Zephyr",4,"No","No","No"
"Vache, Warren","2gether","Nagel Heyer",6,"Yes","Yes","Yes"
"Vache, Warren","Iridescence","Concord",7,"No","No","No"
"Vache, Warren","Mrs. Vache's Boys","Nagel Heyer",7,"No","No","No"
"Valentine, Kid","KT & His Algiers Stompers","American",2,"No","No","Yes"
"Valentine, Kid","In California","GHB",2,"No","No","No"
"Valentine, Kid","KTV Lewis Ragtime","GHB",5,"Yes","Yes","No"
"Vandermark, Ken","Utility Hitter","Quinnah",4,"No","No","No"
"Vandermark, Ken","Sympatico","Atavistic",5,"No","No","No"
"Vandermark, Ken","Airports For Light","Atavistic",7,"No","No","No"
"Vandermark, Ken","Crossing Division","Okkadisk",7,"No","No","No"
"Vandermark, Ken","Elements Of Style","Atavistic",8,"No","No","Yes"
"Vandermark, Ken","Color Of Memory","Atavistic",8,"No","No","Yes"
"Van Hove, Fred","Solo","FMP",1,"No","No","No"
"Van Hove, Fred","Berliner Begegnung","FMP",1,"No","No","No"
"Van Hove, Fred","Facetten","a/l/l",8,"No","No","No"
"Van Hove, Fred","Complete Vogel","Atavistic",,,,"No"
"Van't Hof, Jasper","Eyeball","CMP",1,"No","No","No"
"Varner, Tom","Mystery Of Compassion","Soul Note",2,"No","No","Yes"
"Varner, Tom","Martian Heartache","Soul Note",5,"No","No","No"
"Varner, Tom","Window Up Above","New World",5,"No","No","No"
"Varner, Tom","Second Communion","Omnitone",6,"No","No","No"
"Varner, Tom","Swimming","Omnitone",9,"No","No","No"
"Vaughan, Sarah","SV w/ Clifford Brown","Emarcy",1,"Yes","Yes","Yes"
"Vaughan, Sarah","After Hours","Roulette",1,"No","No","No"
"Vaughan, Sarah","Copacabana","Pablo",1,"No","No","No"
"Vaughan, Sarah","Crazy & Mixed Up","Pablo",1,"No","No","Yes"
"Vaughan, Sarah","16 Most Requested","Columbia",2,"No","No","No"
"Vaughan, Sarah","Swingin' Easy","Emarcy",2,"No","No","No"
"Velez, Glen","Assyrian Rose","CMP",1,"No","No","No"
"Ventura, Charlie","Complete 1949 Pasadena","Fresh Sound",10,"No","No","Yes"
"Venuti, Joe","JV And Eddie Lang 1,2","JSP",1,"No","No","No"
"Venuti, Joe","Alone At The Palace","Chiaroscuro",1,"No","No","No"
"Venuti, Joe","JV 30-33","Classics",7,"No","No","Yes"
"Vesala, Edward","Lumi","ECM",1,"Yes","Yes","Yes"
"Vesala, Edward","Ode To The Death Of Jazz","ECM",1,"No","No","No"
"Vesala, Edward","Invisible Storm","ECM",1,"No","No","No"
"Vienna Art Orchestra","Minimalism Of ES","Hat Art",1,"Yes","No","Yes"
"Vienna Art Orchestra","Nightride Of Lonely Sax","Moers",1,"No","No","No"
"Vienna Art Orchestra","From No Art To Mo(z)-Art","Moers",1,"No","No","No"
"Vienna Art Orchestra","Five Old Songs","Moers",1,"No","No","No"
"Vienna Art Orchestra","No Time To Rag Time","Hat Art",2,"No","No","No"
"Vienna Art Orchestra","Blues For Brahms","Amadeo",4,"No","No","No"
"Vienna Art Orchestra","Fe & Males","Amadeo",4,"No","No","No"
"Vienna Art Orchestra","Original Charts","Verve",3,"No","No","No"
"Vienna Art Orchestra","European Songbook","Verve",3,"No","No","No"
"Vienna Art Orchestra","20th Anniversary","Amadeo",4,"No","No","No"
"Vienna Art Orchestra","9 Immortal Nonevergreens","Amadeo",5,"No","No","No"
"Vinson, Eddie","Cleanhead And Cannonball","Landmark",1,"No","No","No"
"Vitous, Miroslav","Journey's End","ECM",1,"No","No","Yes"
"Vitous, Miroslav","Universal Syncopations","ECM",7,"No","No","No"
"Vitro, Roseanna","Passion Dance","Telarc",8,"No","No","No"
"Vitro, Roseanna","Conviction: Bill Evans","Challenge",8,"No","No","No"
"Vu, Cuong","Vu-Tet","Artist Share",10,"No","No","Yes"
"Wachsmann, Philipp","Some Other Season","ECM",5,"No","No","No"
"Walcott, Collin","Cloud Dance","ECM",1,"No","No","No"
"Waldron, Mal","Up Popped The Devil","Enja",1,"No","No","No"
"Waldron, Mal","Hard Talk","Enja",1,"No","No","No"
"Waldron, Mal","Songs Of Love And Regret","Freelance",1,"No","No","No"
"Waldron, Mal","Left Alone '86","Paddle Wheel",1,"No","No","No"
"Waldron, Mal","Seagulls Of Kristiansund","Soul Note",1,"No","No","No"
"Waldron, Mal","Our Colline's A Tresure","Soul Note",1,"No","No","No"
"Waldron, Mal","Impressions","OJC",2,"No","No","No"
"Waldron, Mal","Crowd Scene","Soul Note",2,"No","No","No"
"Waldron, Mal","Soul Eyes","RCA",4,"No","No","No"
"Waldron, Mal","One Upmanship","Enja",5,"No","No","No"
"Waldron, Mal","Live At Dreher","Hatology",7,"No","No","No"
"Waldron, Mal","Soul Eyes: Memorial","Prestige",8,"No","No","No"
"Waldron, Mal","No More Tears","Timeless",10,"No","No","Yes"
"Waldron, Mal","Mal / 4: Trio","OJC",10,"No","No","Yes"
"Wallace, Bennie","The Art Of The Saxophone","Denon",1,"No","No","No"
"Waller, Fats","Solos 29-41","RCA",3,"No","No","No"
"Waller, Fats","Turn On Heat ()","RCA",1,"No","No","No"
"Waller, Fats","FW 1934-1935","Classics",10,"No","No","Yes"
"Wallgren, Jan","Raga, Bebop and Anything","Dragon",4,"No","No","No"
"Wallin, Per Henrik","Coyote","Dragon",6,"No","No","No"
"Wallin, Per Henrik","Dolphins","Dragon",10,"No","No","Yes"
"Wallington, George","GW Trios","OJC",10,"No","No","Yes"
"Walrath, Jack","Master Of Suspense","Blue Note",1,"No","No","No"
"Walrath, Jack","Neohippus","Blue Note",1,"No","No","No"
"Walrath, Jack","Out Of The Tradition","Muse",2,"No","No","No"
"Walrath, Jack","Solidarity","ACT",4,"No","No","Yes"
"Walss, Priska","Intervista","Intakt",7,"No","No","No"
"Walton, Cedar","CW Plays Cedar Walton","OJC",1,"No","No","No"
"Walton, Cedar","Eastern Rebellion","Timeless",1,"No","No","No"
"Walton, Cedar","Cedar","Timeless",1,"No","No","No"
"Walton, Cedar","Manhattan Afternoon","Criss Cross",2,"No","No","No"
"Walton, Cedar","The Composer","Astor Place",4,"No","No","No"
"Walton, Cedar","Roots","Astor Place",5,"No","No","No"
"Walton, Cedar","Cedar","OJC",10,"No","No","Yes"
"Ware, David S.","Flight Of i","DIW",4,"No","No","No"
"Ware, David S.","Earthquation","DIW",4,"No","No","No"
"Ware, David S.","Dao","Homestead",4,"No","No","No"
"Ware, David S.","Godspellized","DIW",4,"Yes","No","No"
"Ware, David S.","Go See The World","Columbia",5,"No","No","No"
"Ware, David S.","Freedom Suite","AUM",7,"No","No","No"
"Ware, David S.","Live In The World","Thirsty Ear",8,"No","No","Yes"
"Ware, David S.","Renunciation","AUM",9,"No","No","No"
"Ware, Wilber","Chicago Sound","OJC",10,"No","No","Yes"
"Washington, Dinah","Story","Mercury",2,"No","No","No"
"Washington, Dinah","Dinah Jams","Emarcy",10,"No","No","Yes"
"Washington, Grover Jr","Mister Magic","Motown",5,"No","No","No"
"Waters, Benny","When You're Smiling","Hep",10,"No","No","Yes"
"Watson, Bobby","Love Remains","Red",2,"Yes","Yes","Yes"
"Watson, Bobby","Gumbo","Evidence",3,"No","No","No"
"Watson, Bobby","Year Of The Rabbit","Evidence",5,"No","No","No"
"Watson, Bobby","Present Tense","Columbia",2,"No","No","No"
"Watson, Bobby","Quiet As It's Kept","Red",5,"No","No","No"
"Watson, Eric","Full Metal Quartet","Owl",6,"No","No","No"
"Watters, Lu","Doing Hambone At Kelly's V 1&2","Jasmine",10,"No","No","Yes"
"Watts, Ernie","Reaching Up","JVC",2,"No","No","Yes"
"Watts, Ernie","Classic Moods","JVC",5,"No","No","No"
"Watts, Trevor","TW & Celebration Band","Arc",6,"No","No","Yes"
"Weather Report","I Sing The Body Electric","Columbia",1,"No","No","No"
"Weather Report","Live In Tokyo","Columbia",4,"No","No","No"
"Weather Report","Mysterious Traveller","Columbia",3,"No","Yes","Yes"
"Weather Report","Best of WR","Columbia",6,"No","No","No"
"Webb, Chick","Chick Webb 1929-34","Classics",1,"No","No","No"
"Webb, Chick","Spinning The Webb","MCA",2,"No","No","No"
"Webb, Chick","Rhythm Man /Strictly Jive","Hep",10,"No","No","Yes"
"Weber, Eberhard","Yellow Fields","ECM",1,"No","Yes","Yes"
"Weber, Eberhard","Pendulum","ECM",2,"No","No","No"
"Webster, Ben","Soulville","Verve",1,"No","No","No"
"Webster, Ben","King Of Tenors","Verve",2,"No","No","Yes"
"Webster, Ben","Meets Oscar Peterson","Verve",2,"No","No","No"
"Webster, Ben","Music For Loving","Verve",3,"No","Yes","No"
"Webster, Ben","Soul Of BW","Verve",3,"No","No","No"
"Weiskopf, Walt","Simplicity","Criss Cross",2,"No","No","No"
